retriever,config,param_topk,param_topk_e,param_cost_e,param_tie_break,qid,question,kind,validated,answer_node_recall,skipped_reason,edge_recall,edge_precision,nodes,edges,chars,node_fraction,connected,param_k,condition,question_language,catalogue_language,hierarchy,qkind
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-named-9,"lungenentzuendung, grad zwei, rechts",entity,False,1.0,,,0.0,11,10,1800,0.0006957621758380771,True,10.0,no catalogue,de,-,False,dx-named
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-codeonly-0,"chronische erkrankung, grad eins",entity,False,0.0,,,0.0,11,10,1742,0.0006957621758380771,True,10.0,no catalogue,de,-,False,dx-codeonly
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-codeonly-1,"nierenfunktionsstoerung, grad zwei",entity,False,0.0,,,0.0,11,10,1824,0.0006957621758380771,True,10.0,no catalogue,de,-,False,dx-codeonly
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-codeonly-2,"lungenentzuendung, grad drei",entity,False,0.0,,,0.0,11,10,1738,0.0006957621758380771,True,10.0,no catalogue,de,-,False,dx-codeonly
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-codeonly-3,"nicht naeher bezeichnete komplikation, grad fuenf",entity,False,0.0,,,0.0,11,10,1924,0.0006957621758380771,True,10.0,no catalogue,de,-,False,dx-codeonly
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-codeonly-4,"blutarmut, ohne angabe",entity,False,0.0,,,0.0,10,10,1377,0.0006325110689437065,True,10.0,no catalogue,de,-,False,dx-codeonly
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-codeonly-5,"akute entzuendung, nicht naeher bezeichnet",entity,False,0.0,,,0.0,11,10,2002,0.0006957621758380771,True,10.0,no catalogue,de,-,False,dx-codeonly
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-codeonly-6,"bluthochdruck, grad eins, links",entity,False,0.0,,,0.0,11,10,1806,0.0006957621758380771,True,10.0,no catalogue,de,-,False,dx-codeonly
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-codeonly-7,"herzinsuffizienz, grad zwei, links",entity,False,0.0,,,0.0,11,10,1806,0.0006957621758380771,True,10.0,no catalogue,de,-,False,dx-codeonly
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-codeonly-8,"transplantatabstossung, grad vier, links",entity,False,0.0,,,0.0,11,10,1762,0.0006957621758380771,True,10.0,no catalogue,de,-,False,dx-codeonly
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-codeonly-9,"infektion des harntrakts, grad fuenf, links",entity,False,0.0,,,0.0,11,10,1830,0.0006957621758380771,True,10.0,no catalogue,de,-,False,dx-codeonly
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-named-0,"lungenentzuendung, mit komplikationen, links",entity,False,1.0,,,0.0,11,10,1614,0.0006957621758380771,True,,catalogue (de),de,de,False,dx-named
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-named-1,"sekundaere stoerung, nicht naeher bezeichnet, links",entity,False,1.0,,,0.0,11,10,2099,0.0006957621758380771,True,,catalogue (de),de,de,False,dx-named
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-named-2,"bluthochdruck, nicht naeher bezeichnet, links",entity,False,1.0,,,0.0,11,10,2093,0.0006957621758380771,True,,catalogue (de),de,de,False,dx-named
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-named-3,"lungenentzuendung, nicht naeher bezeichnet, links",entity,False,1.0,,,0.0,11,10,2101,0.0006957621758380771,True,,catalogue (de),de,de,False,dx-named
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-named-4,"sekundaere stoerung, grad eins, rechts",entity,False,1.0,,,0.0,11,10,1650,0.0006957621758380771,True,,catalogue (de),de,de,False,dx-named
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-named-5,"bluthochdruck, grad eins, rechts",entity,False,1.0,,,0.0,11,10,1749,0.0006957621758380771,True,,catalogue (de),de,de,False,dx-named
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-named-6,"lungenentzuendung, grad eins, rechts",entity,False,1.0,,,0.0,11,10,1765,0.0006957621758380771,True,,catalogue (de),de,de,False,dx-named
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-named-7,"sekundaere stoerung, grad zwei, rechts",entity,False,1.0,,,0.0,11,10,1646,0.0006957621758380771,True,,catalogue (de),de,de,False,dx-named
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-named-8,"bluthochdruck, grad zwei, rechts",entity,False,1.0,,,0.0,11,10,1755,0.0006957621758380771,True,,catalogue (de),de,de,False,dx-named
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-named-9,"lungenentzuendung, grad zwei, rechts",entity,False,1.0,,,0.0,11,10,1769,0.0006957621758380771,True,,catalogue (de),de,de,False,dx-named
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-codeonly-0,"chronische erkrankung, grad eins",entity,False,1.0,,,0.0,11,10,1594,0.0006957621758380771,True,,catalogue (de),de,de,False,dx-codeonly
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-codeonly-1,"nierenfunktionsstoerung, grad zwei",entity,False,1.0,,,0.0,11,10,1504,0.0006957621758380771,True,,catalogue (de),de,de,False,dx-codeonly
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-codeonly-2,"lungenentzuendung, grad drei",entity,False,1.0,,,0.0,11,10,1426,0.0006957621758380771,True,,catalogue (de),de,de,False,dx-codeonly
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-codeonly-3,"nicht naeher bezeichnete komplikation, grad fuenf",entity,False,1.0,,,0.0,11,10,1728,0.0006957621758380771,True,,catalogue (de),de,de,False,dx-codeonly
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-codeonly-4,"blutarmut, ohne angabe",entity,False,1.0,,,0.0,11,10,1448,0.0006957621758380771,True,,catalogue (de),de,de,False,dx-codeonly
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-codeonly-5,"akute entzuendung, nicht naeher bezeichnet",entity,False,1.0,,,0.0,11,10,1737,0.0006957621758380771,True,,catalogue (de),de,de,False,dx-codeonly
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-codeonly-6,"bluthochdruck, grad eins, links",entity,False,1.0,,,0.0,11,10,1507,0.0006957621758380771,True,,catalogue (de),de,de,False,dx-codeonly
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-codeonly-7,"herzinsuffizienz, grad zwei, links",entity,False,1.0,,,0.0,11,10,1523,0.0006957621758380771,True,,catalogue (de),de,de,False,dx-codeonly
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-codeonly-8,"transplantatabstossung, grad vier, links",entity,False,0.0,,,0.0,11,10,1570,0.0006957621758380771,True,,catalogue (de),de,de,False,dx-codeonly
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-codeonly-9,"infektion des harntrakts, grad fuenf, links",entity,False,0.0,,,0.0,11,10,1637,0.0006957621758380771,True,,catalogue (de),de,de,False,dx-codeonly
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-named-0,"lungenentzuendung, mit komplikationen, links",entity,False,1.0,,,0.0,11,10,1575,0.0006957621758380771,True,10.0,catalogue (de),de,de,False,dx-named
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-named-1,"sekundaere stoerung, nicht naeher bezeichnet, links",entity,False,1.0,,,0.0,11,10,1899,0.0006957621758380771,True,10.0,catalogue (de),de,de,False,dx-named
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-named-2,"bluthochdruck, nicht naeher bezeichnet, links",entity,False,1.0,,,0.0,11,10,1941,0.0006957621758380771,True,10.0,catalogue (de),de,de,False,dx-named
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-named-3,"lungenentzuendung, nicht naeher bezeichnet, links",entity,False,1.0,,,0.0,11,10,1949,0.0006957621758380771,True,10.0,catalogue (de),de,de,False,dx-named
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-named-4,"sekundaere stoerung, grad eins, rechts",entity,False,1.0,,,0.0,11,10,1557,0.0006957621758380771,True,10.0,catalogue (de),de,de,False,dx-named
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-named-5,"bluthochdruck, grad eins, rechts",entity,False,1.0,,,0.0,11,10,1711,0.0006957621758380771,True,10.0,catalogue (de),de,de,False,dx-named
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-named-6,"lungenentzuendung, grad eins, rechts",entity,False,1.0,,,0.0,11,10,1719,0.0006957621758380771,True,10.0,catalogue (de),de,de,False,dx-named
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-named-7,"sekundaere stoerung, grad zwei, rechts",entity,False,1.0,,,0.0,11,10,1553,0.0006957621758380771,True,10.0,catalogue (de),de,de,False,dx-named
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-named-8,"bluthochdruck, grad zwei, rechts",entity,False,1.0,,,0.0,11,10,1711,0.0006957621758380771,True,10.0,catalogue (de),de,de,False,dx-named
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-named-9,"lungenentzuendung, grad zwei, rechts",entity,False,1.0,,,0.0,11,10,1721,0.0006957621758380771,True,10.0,catalogue (de),de,de,False,dx-named
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-codeonly-0,"chronische erkrankung, grad eins",entity,False,1.0,,,0.0,11,10,1502,0.0006957621758380771,True,10.0,catalogue (de),de,de,False,dx-codeonly
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-codeonly-1,"nierenfunktionsstoerung, grad zwei",entity,False,1.0,,,0.0,11,10,1492,0.0006957621758380771,True,10.0,catalogue (de),de,de,False,dx-codeonly
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-codeonly-2,"lungenentzuendung, grad drei",entity,False,1.0,,,0.0,11,10,1423,0.0006957621758380771,True,10.0,catalogue (de),de,de,False,dx-codeonly
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-codeonly-3,"nicht naeher bezeichnete komplikation, grad fuenf",entity,False,1.0,,,0.0,11,10,1619,0.0006957621758380771,True,10.0,catalogue (de),de,de,False,dx-codeonly
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-codeonly-4,"blutarmut, ohne angabe",entity,False,1.0,,,0.0,11,10,1437,0.0006957621758380771,True,10.0,catalogue (de),de,de,False,dx-codeonly
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-codeonly-5,"akute entzuendung, nicht naeher bezeichnet",entity,False,1.0,,,0.0,11,10,1675,0.0006957621758380771,True,10.0,catalogue (de),de,de,False,dx-codeonly
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-codeonly-6,"bluthochdruck, grad eins, links",entity,False,1.0,,,0.0,11,10,1469,0.0006957621758380771,True,10.0,catalogue (de),de,de,False,dx-codeonly
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-codeonly-7,"herzinsuffizienz, grad zwei, links",entity,False,1.0,,,0.0,11,10,1477,0.0006957621758380771,True,10.0,catalogue (de),de,de,False,dx-codeonly
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-codeonly-8,"transplantatabstossung, grad vier, links",entity,False,0.0,,,0.0,11,10,1552,0.0006957621758380771,True,10.0,catalogue (de),de,de,False,dx-codeonly
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-codeonly-9,"infektion des harntrakts, grad fuenf, links",entity,False,0.0,,,0.0,11,10,1489,0.0006957621758380771,True,10.0,catalogue (de),de,de,False,dx-codeonly
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-named-0,"lungenentzuendung, mit komplikationen, links",entity,False,1.0,,,0.0,11,10,1614,0.0006957621758380771,True,,catalogue (de) + hierarchy,de,de,True,dx-named
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-named-1,"sekundaere stoerung, nicht naeher bezeichnet, links",entity,False,1.0,,,0.0,11,10,2099,0.0006957621758380771,True,,catalogue (de) + hierarchy,de,de,True,dx-named
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-named-2,"bluthochdruck, nicht naeher bezeichnet, links",entity,False,1.0,,,0.0,11,10,2093,0.0006957621758380771,True,,catalogue (de) + hierarchy,de,de,True,dx-named
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-named-3,"lungenentzuendung, nicht naeher bezeichnet, links",entity,False,1.0,,,0.0,11,10,2101,0.0006957621758380771,True,,catalogue (de) + hierarchy,de,de,True,dx-named
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-named-4,"sekundaere stoerung, grad eins, rechts",entity,False,1.0,,,0.0,11,10,1650,0.0006957621758380771,True,,catalogue (de) + hierarchy,de,de,True,dx-named
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-named-5,"bluthochdruck, grad eins, rechts",entity,False,1.0,,,0.0,11,10,1749,0.0006957621758380771,True,,catalogue (de) + hierarchy,de,de,True,dx-named
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-named-6,"lungenentzuendung, grad eins, rechts",entity,False,1.0,,,0.0,11,10,1765,0.0006957621758380771,True,,catalogue (de) + hierarchy,de,de,True,dx-named
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-named-7,"sekundaere stoerung, grad zwei, rechts",entity,False,1.0,,,0.0,11,10,1646,0.0006957621758380771,True,,catalogue (de) + hierarchy,de,de,True,dx-named
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-named-8,"bluthochdruck, grad zwei, rechts",entity,False,1.0,,,0.0,11,10,1755,0.0006957621758380771,True,,catalogue (de) + hierarchy,de,de,True,dx-named
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-named-9,"lungenentzuendung, grad zwei, rechts",entity,False,1.0,,,0.0,11,10,1769,0.0006957621758380771,True,,catalogue (de) + hierarchy,de,de,True,dx-named
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-codeonly-0,"chronische erkrankung, grad eins",entity,False,1.0,,,0.0,11,10,1642,0.0006957621758380771,True,,catalogue (de) + hierarchy,de,de,True,dx-codeonly
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-codeonly-1,"nierenfunktionsstoerung, grad zwei",entity,False,1.0,,,0.0,11,10,1504,0.0006957621758380771,True,,catalogue (de) + hierarchy,de,de,True,dx-codeonly
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-codeonly-2,"lungenentzuendung, grad drei",entity,False,1.0,,,0.0,11,10,1426,0.0006957621758380771,True,,catalogue (de) + hierarchy,de,de,True,dx-codeonly
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-codeonly-3,"nicht naeher bezeichnete komplikation, grad fuenf",entity,False,1.0,,,0.0,11,10,1728,0.0006957621758380771,True,,catalogue (de) + hierarchy,de,de,True,dx-codeonly
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-codeonly-4,"blutarmut, ohne angabe",entity,False,1.0,,,0.0,11,10,1448,0.0006957621758380771,True,,catalogue (de) + hierarchy,de,de,True,dx-codeonly
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-codeonly-5,"akute entzuendung, nicht naeher bezeichnet",entity,False,1.0,,,0.0,11,10,1737,0.0006957621758380771,True,,catalogue (de) + hierarchy,de,de,True,dx-codeonly
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-codeonly-6,"bluthochdruck, grad eins, links",entity,False,1.0,,,0.0,11,10,1552,0.0006957621758380771,True,,catalogue (de) + hierarchy,de,de,True,dx-codeonly
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-codeonly-7,"herzinsuffizienz, grad zwei, links",entity,False,1.0,,,0.0,11,10,1523,0.0006957621758380771,True,,catalogue (de) + hierarchy,de,de,True,dx-codeonly
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-codeonly-8,"transplantatabstossung, grad vier, links",entity,False,0.0,,,0.0,11,10,1619,0.0006957621758380771,True,,catalogue (de) + hierarchy,de,de,True,dx-codeonly
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-codeonly-9,"infektion des harntrakts, grad fuenf, links",entity,False,0.0,,,0.0,11,10,1637,0.0006957621758380771,True,,catalogue (de) + hierarchy,de,de,True,dx-codeonly
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-named-0,"lungenentzuendung, mit komplikationen, links",entity,False,1.0,,,0.0,11,10,1575,0.0006957621758380771,True,10.0,catalogue (de) + hierarchy,de,de,True,dx-named
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-named-1,"sekundaere stoerung, nicht naeher bezeichnet, links",entity,False,1.0,,,0.0,11,10,1899,0.0006957621758380771,True,10.0,catalogue (de) + hierarchy,de,de,True,dx-named
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-named-2,"bluthochdruck, nicht naeher bezeichnet, links",entity,False,1.0,,,0.0,11,10,1941,0.0006957621758380771,True,10.0,catalogue (de) + hierarchy,de,de,True,dx-named
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-named-3,"lungenentzuendung, nicht naeher bezeichnet, links",entity,False,1.0,,,0.0,11,10,1949,0.0006957621758380771,True,10.0,catalogue (de) + hierarchy,de,de,True,dx-named
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-named-4,"sekundaere stoerung, grad eins, rechts",entity,False,1.0,,,0.0,11,10,1661,0.0006957621758380771,True,10.0,catalogue (de) + hierarchy,de,de,True,dx-named
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-named-5,"bluthochdruck, grad eins, rechts",entity,False,1.0,,,0.0,11,10,1723,0.0006957621758380771,True,10.0,catalogue (de) + hierarchy,de,de,True,dx-named
