retriever,config,param_topk,param_topk_e,param_cost_e,param_tie_break,qid,question,kind,validated,answer_node_recall,skipped_reason,edge_recall,edge_precision,nodes,edges,chars,node_fraction,connected,param_k,condition,question_language,catalogue_language,hierarchy,qkind
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-codeonly-2,"sekundaere stoerung, grad drei",entity,False,0.0,,,0.0,10,9,1047,0.006031363088057901,True,,no catalogue,de,-,False,dx-codeonly
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-codeonly-3,"nicht naeher bezeichnete komplikation, grad vier",entity,False,0.0,,,0.0,10,9,1065,0.006031363088057901,True,,no catalogue,de,-,False,dx-codeonly
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-codeonly-4,"transplantatabstossung, grad fuenf",entity,False,0.0,,,0.0,10,9,1005,0.006031363088057901,True,,no catalogue,de,-,False,dx-codeonly
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-codeonly-5,"nierenfunktionsstoerung, ohne angabe",entity,False,0.0,,,0.0,10,9,896,0.006031363088057901,True,,no catalogue,de,-,False,dx-codeonly
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-codeonly-6,"bluthochdruck, mit komplikationen",entity,False,0.0,,,0.0,10,9,905,0.006031363088057901,True,,no catalogue,de,-,False,dx-codeonly
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-codeonly-7,"zuckerkrankheit, nicht naeher bezeichnet",entity,False,0.0,,,0.0,10,9,926,0.006031363088057901,True,,no catalogue,de,-,False,dx-codeonly
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-codeonly-8,"blutarmut, grad eins",entity,False,0.0,,,0.0,10,9,1005,0.006031363088057901,True,,no catalogue,de,-,False,dx-codeonly
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-codeonly-9,"infektion des harntrakts, grad zwei",entity,False,0.0,,,0.0,10,9,1005,0.006031363088057901,True,,no catalogue,de,-,False,dx-codeonly
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-named-0,"blutarmut, grad eins",entity,False,1.0,,,0.0,11,10,1113,0.0066344993968636915,True,10.0,no catalogue,de,-,False,dx-named
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-named-1,"infektion des harntrakts, grad zwei",entity,False,1.0,,,0.0,11,10,1113,0.0066344993968636915,True,10.0,no catalogue,de,-,False,dx-named
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-named-2,"lungenentzuendung, grad drei",entity,False,1.0,,,0.0,11,10,1113,0.0066344993968636915,True,10.0,no catalogue,de,-,False,dx-named
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-named-3,"herzinsuffizienz, grad vier",entity,False,1.0,,,0.0,11,10,1113,0.0066344993968636915,True,10.0,no catalogue,de,-,False,dx-named
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-named-4,"chronische erkrankung, grad fuenf",entity,False,1.0,,,0.0,11,10,1113,0.0066344993968636915,True,10.0,no catalogue,de,-,False,dx-named
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-named-5,"akute entzuendung, ohne angabe",entity,False,1.0,,,0.0,10,10,923,0.006031363088057901,True,10.0,no catalogue,de,-,False,dx-named
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-named-6,"sekundaere stoerung, mit komplikationen",entity,False,1.0,,,0.0,10,10,932,0.006031363088057901,True,10.0,no catalogue,de,-,False,dx-named
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-named-7,"nicht naeher bezeichnete komplikation, nicht naeher bezeichnet",entity,False,1.0,,,0.0,10,10,953,0.006031363088057901,True,10.0,no catalogue,de,-,False,dx-named
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-codeonly-0,"chronische erkrankung, grad eins",entity,False,0.0,,,0.0,11,10,1113,0.0066344993968636915,True,10.0,no catalogue,de,-,False,dx-codeonly
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-codeonly-1,"akute entzuendung, grad zwei",entity,False,0.0,,,0.0,11,10,1112,0.0066344993968636915,True,10.0,no catalogue,de,-,False,dx-codeonly
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-codeonly-2,"sekundaere stoerung, grad drei",entity,False,0.0,,,0.0,11,10,1115,0.0066344993968636915,True,10.0,no catalogue,de,-,False,dx-codeonly
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-codeonly-3,"nicht naeher bezeichnete komplikation, grad vier",entity,False,0.0,,,0.0,11,10,1136,0.0066344993968636915,True,10.0,no catalogue,de,-,False,dx-codeonly
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-codeonly-4,"transplantatabstossung, grad fuenf",entity,False,0.0,,,0.0,11,10,1113,0.0066344993968636915,True,10.0,no catalogue,de,-,False,dx-codeonly
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-codeonly-5,"nierenfunktionsstoerung, ohne angabe",entity,False,0.0,,,0.0,10,10,923,0.006031363088057901,True,10.0,no catalogue,de,-,False,dx-codeonly
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-codeonly-6,"bluthochdruck, mit komplikationen",entity,False,0.0,,,0.0,10,10,932,0.006031363088057901,True,10.0,no catalogue,de,-,False,dx-codeonly
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-codeonly-7,"zuckerkrankheit, nicht naeher bezeichnet",entity,False,0.0,,,0.0,10,10,953,0.006031363088057901,True,10.0,no catalogue,de,-,False,dx-codeonly
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-codeonly-8,"blutarmut, grad eins",entity,False,0.0,,,0.0,11,10,1113,0.0066344993968636915,True,10.0,no catalogue,de,-,False,dx-codeonly
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-codeonly-9,"infektion des harntrakts, grad zwei",entity,False,0.0,,,0.0,11,10,1113,0.0066344993968636915,True,10.0,no catalogue,de,-,False,dx-codeonly
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-named-0,"blutarmut, grad eins",entity,False,1.0,,,0.0,11,10,982,0.0066344993968636915,True,,catalogue (de),de,de,False,dx-named
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-named-1,"infektion des harntrakts, grad zwei",entity,False,1.0,,,0.0,11,10,1007,0.0066344993968636915,True,,catalogue (de),de,de,False,dx-named
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-named-2,"lungenentzuendung, grad drei",entity,False,1.0,,,0.0,11,10,992,0.0066344993968636915,True,,catalogue (de),de,de,False,dx-named
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-named-3,"herzinsuffizienz, grad vier",entity,False,1.0,,,0.0,11,10,995,0.0066344993968636915,True,,catalogue (de),de,de,False,dx-named
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-named-4,"chronische erkrankung, grad fuenf",entity,False,1.0,,,0.0,11,10,999,0.0066344993968636915,True,,catalogue (de),de,de,False,dx-named
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-named-5,"akute entzuendung, ohne angabe",entity,False,1.0,,,0.0,10,9,934,0.006031363088057901,True,,catalogue (de),de,de,False,dx-named
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-named-6,"sekundaere stoerung, mit komplikationen",entity,False,1.0,,,0.0,10,9,931,0.006031363088057901,True,,catalogue (de),de,de,False,dx-named
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-named-7,"nicht naeher bezeichnete komplikation, nicht naeher bezeichnet",entity,False,1.0,,,0.0,10,9,953,0.006031363088057901,True,,catalogue (de),de,de,False,dx-named
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-codeonly-0,"chronische erkrankung, grad eins",entity,False,1.0,,,0.0,11,10,1014,0.0066344993968636915,True,,catalogue (de),de,de,False,dx-codeonly
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-codeonly-1,"akute entzuendung, grad zwei",entity,False,1.0,,,0.0,11,10,1038,0.0066344993968636915,True,,catalogue (de),de,de,False,dx-codeonly
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-codeonly-2,"sekundaere stoerung, grad drei",entity,False,1.0,,,0.0,11,10,1032,0.0066344993968636915,True,,catalogue (de),de,de,False,dx-codeonly
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-codeonly-3,"nicht naeher bezeichnete komplikation, grad vier",entity,False,1.0,,,0.0,11,10,1056,0.0066344993968636915,True,,catalogue (de),de,de,False,dx-codeonly
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-codeonly-4,"transplantatabstossung, grad fuenf",entity,False,1.0,,,0.0,11,10,999,0.0066344993968636915,True,,catalogue (de),de,de,False,dx-codeonly
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-codeonly-5,"nierenfunktionsstoerung, ohne angabe",entity,False,1.0,,,0.0,10,9,913,0.006031363088057901,True,,catalogue (de),de,de,False,dx-codeonly
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-codeonly-6,"bluthochdruck, mit komplikationen",entity,False,1.0,,,0.0,10,9,926,0.006031363088057901,True,,catalogue (de),de,de,False,dx-codeonly
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-codeonly-7,"zuckerkrankheit, nicht naeher bezeichnet",entity,False,1.0,,,0.0,10,9,952,0.006031363088057901,True,,catalogue (de),de,de,False,dx-codeonly
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-codeonly-8,"blutarmut, grad eins",entity,False,1.0,,,0.0,11,10,982,0.0066344993968636915,True,,catalogue (de),de,de,False,dx-codeonly
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-codeonly-9,"infektion des harntrakts, grad zwei",entity,False,1.0,,,0.0,11,10,1007,0.0066344993968636915,True,,catalogue (de),de,de,False,dx-codeonly
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-named-0,"blutarmut, grad eins",entity,False,1.0,,,0.0,11,10,1113,0.0066344993968636915,True,10.0,catalogue (de),de,de,False,dx-named
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-named-1,"infektion des harntrakts, grad zwei",entity,False,1.0,,,0.0,11,10,1113,0.0066344993968636915,True,10.0,catalogue (de),de,de,False,dx-named
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-named-2,"lungenentzuendung, grad drei",entity,False,1.0,,,0.0,11,10,1113,0.0066344993968636915,True,10.0,catalogue (de),de,de,False,dx-named
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-named-3,"herzinsuffizienz, grad vier",entity,False,1.0,,,0.0,11,10,1113,0.0066344993968636915,True,10.0,catalogue (de),de,de,False,dx-named
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-named-4,"chronische erkrankung, grad fuenf",entity,False,1.0,,,0.0,11,10,1113,0.0066344993968636915,True,10.0,catalogue (de),de,de,False,dx-named
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-named-5,"akute entzuendung, ohne angabe",entity,False,1.0,,,0.0,10,10,923,0.006031363088057901,True,10.0,catalogue (de),de,de,False,dx-named
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-named-6,"sekundaere stoerung, mit komplikationen",entity,False,1.0,,,0.0,10,10,932,0.006031363088057901,True,10.0,catalogue (de),de,de,False,dx-named
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-named-7,"nicht naeher bezeichnete komplikation, nicht naeher bezeichnet",entity,False,1.0,,,0.0,10,10,953,0.006031363088057901,True,10.0,catalogue (de),de,de,False,dx-named
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-codeonly-0,"chronische erkrankung, grad eins",entity,False,0.0,,,0.0,11,10,1113,0.0066344993968636915,True,10.0,catalogue (de),de,de,False,dx-codeonly
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-codeonly-1,"akute entzuendung, grad zwei",entity,False,0.0,,,0.0,11,10,1112,0.0066344993968636915,True,10.0,catalogue (de),de,de,False,dx-codeonly
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-codeonly-2,"sekundaere stoerung, grad drei",entity,False,0.0,,,0.0,11,10,1115,0.0066344993968636915,True,10.0,catalogue (de),de,de,False,dx-codeonly
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-codeonly-3,"nicht naeher bezeichnete komplikation, grad vier",entity,False,0.0,,,0.0,11,10,1136,0.0066344993968636915,True,10.0,catalogue (de),de,de,False,dx-codeonly
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-codeonly-4,"transplantatabstossung, grad fuenf",entity,False,0.0,,,0.0,11,10,1113,0.0066344993968636915,True,10.0,catalogue (de),de,de,False,dx-codeonly
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-codeonly-5,"nierenfunktionsstoerung, ohne angabe",entity,False,0.0,,,0.0,10,10,923,0.006031363088057901,True,10.0,catalogue (de),de,de,False,dx-codeonly
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-codeonly-6,"bluthochdruck, mit komplikationen",entity,False,0.0,,,0.0,10,10,932,0.006031363088057901,True,10.0,catalogue (de),de,de,False,dx-codeonly
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-codeonly-7,"zuckerkrankheit, nicht naeher bezeichnet",entity,False,0.0,,,0.0,10,10,953,0.006031363088057901,True,10.0,catalogue (de),de,de,False,dx-codeonly
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-codeonly-8,"blutarmut, grad eins",entity,False,0.0,,,0.0,11,10,1113,0.0066344993968636915,True,10.0,catalogue (de),de,de,False,dx-codeonly
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-codeonly-9,"infektion des harntrakts, grad zwei",entity,False,0.0,,,0.0,11,10,1113,0.0066344993968636915,True,10.0,catalogue (de),de,de,False,dx-codeonly
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-named-0,"blutarmut, grad eins",entity,False,1.0,,,0.0,11,10,982,0.0066344993968636915,True,,catalogue (de) + hierarchy,de,de,True,dx-named
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-named-1,"infektion des harntrakts, grad zwei",entity,False,1.0,,,0.0,11,10,1007,0.0066344993968636915,True,,catalogue (de) + hierarchy,de,de,True,dx-named
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-named-2,"lungenentzuendung, grad drei",entity,False,1.0,,,0.0,11,10,992,0.0066344993968636915,True,,catalogue (de) + hierarchy,de,de,True,dx-named
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-named-3,"herzinsuffizienz, grad vier",entity,False,1.0,,,0.0,11,10,995,0.0066344993968636915,True,,catalogue (de) + hierarchy,de,de,True,dx-named
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-named-4,"chronische erkrankung, grad fuenf",entity,False,1.0,,,0.0,11,10,999,0.0066344993968636915,True,,catalogue (de) + hierarchy,de,de,True,dx-named
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-named-5,"akute entzuendung, ohne angabe",entity,False,1.0,,,0.0,10,9,934,0.006031363088057901,True,,catalogue (de) + hierarchy,de,de,True,dx-named
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-named-6,"sekundaere stoerung, mit komplikationen",entity,False,1.0,,,0.0,10,9,931,0.006031363088057901,True,,catalogue (de) + hierarchy,de,de,True,dx-named
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-named-7,"nicht naeher bezeichnete komplikation, nicht naeher bezeichnet",entity,False,1.0,,,0.0,10,9,953,0.006031363088057901,True,,catalogue (de) + hierarchy,de,de,True,dx-named
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-codeonly-0,"chronische erkrankung, grad eins",entity,False,1.0,,,0.0,11,10,1014,0.0066344993968636915,True,,catalogue (de) + hierarchy,de,de,True,dx-codeonly
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-codeonly-1,"akute entzuendung, grad zwei",entity,False,1.0,,,0.0,11,10,1038,0.0066344993968636915,True,,catalogue (de) + hierarchy,de,de,True,dx-codeonly
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-codeonly-2,"sekundaere stoerung, grad drei",entity,False,1.0,,,0.0,11,10,1032,0.0066344993968636915,True,,catalogue (de) + hierarchy,de,de,True,dx-codeonly
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-codeonly-3,"nicht naeher bezeichnete komplikation, grad vier",entity,False,1.0,,,0.0,11,10,1056,0.0066344993968636915,True,,catalogue (de) + hierarchy,de,de,True,dx-codeonly
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-codeonly-4,"transplantatabstossung, grad fuenf",entity,False,1.0,,,0.0,11,10,999,0.0066344993968636915,True,,catalogue (de) + hierarchy,de,de,True,dx-codeonly
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-codeonly-5,"nierenfunktionsstoerung, ohne angabe",entity,False,1.0,,,0.0,10,9,913,0.006031363088057901,True,,catalogue (de) + hierarchy,de,de,True,dx-codeonly
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-codeonly-6,"bluthochdruck, mit komplikationen",entity,False,1.0,,,0.0,10,9,926,0.006031363088057901,True,,catalogue (de) + hierarchy,de,de,True,dx-codeonly
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-codeonly-7,"zuckerkrankheit, nicht naeher bezeichnet",entity,False,1.0,,,0.0,10,9,952,0.006031363088057901,True,,catalogue (de) + hierarchy,de,de,True,dx-codeonly
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-codeonly-8,"blutarmut, grad eins",entity,False,1.0,,,0.0,11,10,982,0.0066344993968636915,True,,catalogue (de) + hierarchy,de,de,True,dx-codeonly
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-codeonly-9,"infektion des harntrakts, grad zwei",entity,False,1.0,,,0.0,11,10,1007,0.0066344993968636915,True,,catalogue (de) + hierarchy,de,de,True,dx-codeonly
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-named-0,"blutarmut, grad eins",entity,False,1.0,,,0.0,11,10,1113,0.0066344993968636915,True,10.0,catalogue (de) + hierarchy,de,de,True,dx-named
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-named-1,"infektion des harntrakts, grad zwei",entity,False,1.0,,,0.0,11,10,1113,0.0066344993968636915,True,10.0,catalogue (de) + hierarchy,de,de,True,dx-named
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-named-2,"lungenentzuendung, grad drei",entity,False,1.0,,,0.0,11,10,1113,0.0066344993968636915,True,10.0,catalogue (de) + hierarchy,de,de,True,dx-named
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-named-3,"herzinsuffizienz, grad vier",entity,False,1.0,,,0.0,11,10,1113,0.0066344993968636915,True,10.0,catalogue (de) + hierarchy,de,de,True,dx-named
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-named-4,"chronische erkrankung, grad fuenf",entity,False,1.0,,,0.0,11,10,1113,0.0066344993968636915,True,10.0,catalogue (de) + hierarchy,de,de,True,dx-named
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-named-5,"akute entzuendung, ohne angabe",entity,False,1.0,,,0.0,10,10,923,0.006031363088057901,True,10.0,catalogue (de) + hierarchy,de,de,True,dx-named
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-named-6,"sekundaere stoerung, mit komplikationen",entity,False,1.0,,,0.0,10,10,932,0.006031363088057901,True,10.0,catalogue (de) + hierarchy,de,de,True,dx-named
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-named-7,"nicht naeher bezeichnete komplikation, nicht naeher bezeichnet",entity,False,1.0,,,0.0,10,10,953,0.006031363088057901,True,10.0,catalogue (de) + hierarchy,de,de,True,dx-named
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-codeonly-0,"chronische erkrankung, grad eins",entity,False,0.0,,,0.0,11,10,1113,0.0066344993968636915,True,10.0,catalogue (de) + hierarchy,de,de,True,dx-codeonly
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-codeonly-1,"akute entzuendung, grad zwei",entity,False,0.0,,,0.0,11,10,1112,0.0066344993968636915,True,10.0,catalogue (de) + hierarchy,de,de,True,dx-codeonly
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-codeonly-2,"sekundaere stoerung, grad drei",entity,False,0.0,,,0.0,11,10,1115,0.0066344993968636915,True,10.0,catalogue (de) + hierarchy,de,de,True,dx-codeonly
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-codeonly-3,"nicht naeher bezeichnete komplikation, grad vier",entity,False,0.0,,,0.0,11,10,1136,0.0066344993968636915,True,10.0,catalogue (de) + hierarchy,de,de,True,dx-codeonly
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-codeonly-4,"transplantatabstossung, grad fuenf",entity,False,0.0,,,0.0,11,10,1113,0.0066344993968636915,True,10.0,catalogue (de) + hierarchy,de,de,True,dx-codeonly
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-codeonly-5,"nierenfunktionsstoerung, ohne angabe",entity,False,0.0,,,0.0,10,10,923,0.006031363088057901,True,10.0,catalogue (de) + hierarchy,de,de,True,dx-codeonly
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-codeonly-6,"bluthochdruck, mit komplikationen",entity,False,0.0,,,0.0,10,10,932,0.006031363088057901,True,10.0,catalogue (de) + hierarchy,de,de,True,dx-codeonly
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-codeonly-7,"zuckerkrankheit, nicht naeher bezeichnet",entity,False,0.0,,,0.0,10,10,953,0.006031363088057901,True,10.0,catalogue (de) + hierarchy,de,de,True,dx-codeonly
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-codeonly-8,"blutarmut, grad eins",entity,False,0.0,,,0.0,11,10,1113,0.0066344993968636915,True,10.0,catalogue (de) + hierarchy,de,de,True,dx-codeonly
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-codeonly-9,"infektion des harntrakts, grad zwei",entity,False,0.0,,,0.0,11,10,1113,0.0066344993968636915,True,10.0,catalogue (de) + hierarchy,de,de,True,dx-codeonly
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-named-0,"blutarmut, grad eins",entity,False,0.0,,,0.0,10,9,863,0.006031363088057901,True,,"catalogue (en), question de",de,en,False,dx-named
